pyweather_Zeitpunkt,pyweather_Temperatur,pyweather_Temperatur_felt,pyweather_rel_Luftfeuchtigkeit,pyweather_Himmelbeschreibung,pyweather_Windgeschwindigkeit,sense_hat_Zeitpunkt,sense_hat_Temperatur,sense_hat_Temperatur_hum,sense_hat_Temperatur_pres,sense_hat_Temperatur_cpu,sense_hat_Luftdruck,sense_hat_rel_Luftfeuchtigkeit
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:43:15,38.31,38.31,36.9,53.0,1021.62,27.82
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:44:15,38.21,38.21,36.82,53.0,1021.84,28.07
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:45:15,38.09,38.09,36.81,53.0,1021.82,27.89
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:46:16,37.96,37.96,36.66,52.5,1021.81,27.79
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:47:16,38.18,38.18,36.84,53.5,1021.78,27.72
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:48:16,38.36,38.36,36.93,53.0,1021.54,27.73
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:49:16,38.29,38.29,36.9,53.0,1021.78,28.01
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:50:17,38.31,38.31,36.95,53.5,1021.86,27.66
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:51:17,38.27,38.27,36.9,53.0,1021.8,28.0
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:52:17,38.25,38.25,36.94,53.5,1021.71,26.11
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:53:17,38.38,38.38,37.01,54.0,1021.74,27.69
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:54:18,38.34,38.34,37.0,52.5,1021.77,27.68
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:55:18,38.38,38.38,36.98,53.0,1021.7,26.33
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:56:18,38.34,38.34,36.95,53.0,1021.8,27.85
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:57:18,38.25,38.25,36.92,53.0,1021.78,27.8
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:58:18,38.21,38.21,36.91,53.0,1021.79,27.83
2022-07-10_08:50:00,16,16,63,Überwiegend sonnig,17,2022-07-10_09:59:19,38.23,38.23,36.91,53.5,1021.89,27.96
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:00:19,38.32,38.32,36.96,53.5,1021.87,27.98
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:01:19,38.31,38.31,36.92,52.5,1021.93,28.06
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:02:19,38.36,38.36,36.95,52.5,1021.89,27.94
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:03:20,38.34,38.34,36.94,53.5,1021.78,27.61
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:04:20,38.32,38.32,36.95,53.5,1021.93,26.58
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:05:20,38.43,38.43,36.96,53.0,1021.95,27.79
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:06:20,38.18,38.18,36.9,53.0,1022.04,27.53
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:07:21,38.32,38.32,37.01,52.5,1021.91,27.86
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:08:21,38.43,38.43,37.0,54.0,1021.89,27.63
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:09:21,38.31,38.31,36.93,53.0,1021.99,27.92
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:10:21,38.34,38.34,36.94,53.5,1021.9,27.69
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:11:22,38.36,38.36,36.97,52.5,1021.94,27.58
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:12:22,38.4,38.4,37.04,54.0,1021.87,27.1
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:13:22,38.29,38.29,36.97,52.5,1021.84,27.55
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:14:22,38.47,38.47,37.06,53.5,1021.9,27.25
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:15:23,38.6,38.6,37.15,53.5,1021.85,27.28
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:16:23,38.32,38.32,37.04,54.0,1021.91,27.41
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:17:23,38.4,38.4,37.03,53.5,1021.77,27.84
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:18:23,38.53,38.53,37.11,54.0,1021.79,27.42
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:19:24,38.54,38.54,37.1,53.5,1021.78,27.69
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:20:24,38.42,38.42,37.0,53.0,1021.78,27.65
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:21:24,38.38,38.38,37.07,53.0,1021.81,27.65
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:22:24,38.4,38.4,37.03,53.0,1021.76,28.25
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:23:25,38.42,38.42,37.07,53.0,1021.75,27.41
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:24:25,38.43,38.43,37.07,53.0,1021.61,27.24
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:25:25,38.49,38.49,37.19,53.0,1021.67,27.12
2022-07-10_09:20:00,16,16,59,Teilweise sonnig,22,2022-07-10_10:26:25,38.62,38.62,37.21,53.0,1021.64,27.38
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:27:26,38.51,38.51,37.19,52.5,1021.69,27.25
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:28:26,38.58,38.58,37.2,53.5,1021.49,27.28
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:29:26,38.75,38.75,37.4,53.5,1021.6,27.13
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:30:26,38.76,38.76,37.42,52.5,1021.62,26.9
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:31:27,38.78,38.78,37.35,53.5,1021.61,27.0
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:32:27,38.71,38.71,37.36,54.0,1021.67,27.14
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:33:27,38.93,38.93,37.37,54.0,1021.82,27.46
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:34:27,38.82,38.82,37.34,54.0,1021.73,27.04
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:35:28,38.78,38.78,37.38,53.5,1021.76,26.97
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:36:28,38.82,38.82,37.32,54.0,1021.78,27.28
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:37:28,38.87,38.87,37.4,53.5,1021.6,27.15
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:38:28,38.98,38.98,37.47,54.0,1021.62,27.2
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:39:29,38.86,38.86,37.45,53.5,1021.43,26.75
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:40:29,38.75,38.75,37.47,54.5,1021.43,27.18
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:41:29,38.95,38.95,37.54,53.5,1021.7,28.31
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:42:29,38.87,38.87,37.48,53.5,1021.71,26.87
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:43:29,38.87,38.87,37.47,55.0,1021.67,26.92
2022-07-10_09:50:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:44:30,38.89,38.89,37.42,52.1,1021.72,27.48
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:45:30,38.6,38.6,37.38,52.5,1021.64,26.87
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:46:30,38.86,38.86,37.4,52.5,1021.72,27.14
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:47:30,38.73,38.73,37.35,53.5,1021.74,27.09
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:48:31,38.69,38.69,37.29,54.0,1021.72,27.34
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:49:31,38.71,38.71,37.26,53.5,1021.67,27.98
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:50:31,38.75,38.76,37.35,53.0,1021.66,26.91
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:51:31,38.58,38.58,37.34,53.0,1021.59,27.22
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:52:31,38.69,38.69,37.44,53.5,1021.48,26.99
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:53:32,38.82,38.82,37.55,53.5,1021.51,26.8
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:54:32,38.89,38.89,37.55,54.0,1021.51,26.94
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:55:32,39.11,39.11,37.67,53.0,1021.49,27.41
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:56:32,39.11,39.11,37.71,52.5,1021.4,26.33
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:57:33,39.08,39.08,37.73,53.0,1021.4,26.76
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:58:33,39.0,39.0,37.69,54.0,1021.64,26.89
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_10:59:33,39.17,39.17,37.74,53.5,1021.61,26.49
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:00:33,38.91,38.91,37.62,53.5,1021.65,28.12
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:01:34,38.89,38.89,37.52,54.0,1021.73,27.17
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:02:34,39.0,39.0,37.49,54.0,1021.69,27.02
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:03:34,38.93,38.93,37.54,54.0,1021.74,27.61
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:04:34,38.76,38.76,37.49,53.0,1021.69,27.09
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:05:34,39.04,39.04,37.54,53.5,1021.69,26.87
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:06:35,38.95,38.95,37.57,53.5,1021.63,27.26
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:07:35,38.97,38.97,37.53,54.0,1021.65,27.1
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:08:35,38.91,38.91,37.53,54.0,1021.73,26.83
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:09:35,38.97,38.97,37.5,53.5,1021.77,27.55
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:10:36,38.89,38.89,37.46,53.5,1021.65,28.43
2022-07-10_10:20:00,17,17,55,Teilweise sonnig,28,2022-07-10_11:11:36,38.84,38.84,37.45,53.5,1021.68,27.24
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:12:36,38.95,38.95,37.56,53.5,1021.62,26.83
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:13:36,38.93,38.93,37.53,54.5,1021.64,26.75
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:14:38,38.73,38.73,37.48,53.5,1021.63,26.89
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:15:38,39.0,39.0,37.53,54.0,1021.59,27.3
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:16:39,38.86,38.86,37.52,54.0,1021.65,26.75
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:17:39,38.95,38.95,37.53,54.5,1021.66,27.11
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:18:39,38.95,38.95,37.61,53.5,1021.66,26.82
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:19:39,39.04,39.04,37.69,54.5,1021.61,26.67
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:20:39,39.19,39.19,37.77,54.5,1021.42,26.69
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:21:40,39.26,39.26,37.87,54.5,1021.35,26.31
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:22:40,39.24,39.24,37.9,54.0,1021.58,26.7
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:23:40,39.06,39.06,37.67,54.5,1021.72,27.05
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:24:40,39.13,39.13,37.67,54.0,1021.68,26.7
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:25:41,38.91,38.91,37.57,53.0,1021.54,26.86
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:26:41,39.0,39.0,37.65,53.5,1021.64,26.81
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:27:41,38.87,38.87,37.58,54.0,1021.69,27.19
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:28:41,39.08,39.08,37.66,53.5,1021.74,27.09
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:29:42,39.06,39.06,37.69,54.0,1021.71,26.7
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:30:42,39.02,39.02,37.53,54.0,1021.62,26.71
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:31:42,38.98,38.98,37.61,53.0,1021.71,26.66
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:32:42,38.93,38.93,37.59,54.0,1021.62,26.95
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:33:43,38.91,38.91,37.51,53.5,1021.63,26.38
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:34:43,38.95,38.95,37.61,53.5,1021.67,26.84
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:35:43,38.97,38.97,37.61,54.0,1021.65,26.68
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:36:43,38.89,38.89,37.59,53.5,1021.59,26.71
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:37:44,39.06,39.06,37.56,52.5,1021.61,26.72
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:38:44,39.02,39.02,37.62,53.0,1021.58,27.21
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:39:44,39.17,39.17,37.74,53.0,1021.48,26.58
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:40:44,39.24,39.24,37.76,53.0,1021.53,26.41
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:41:44,39.24,39.24,37.77,53.5,1021.52,26.77
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:42:45,39.26,39.26,37.85,53.0,1021.52,26.67
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:43:45,39.13,39.13,37.77,53.5,1021.54,26.77
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:44:45,39.15,39.15,37.72,53.5,1021.64,26.54
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:45:45,39.09,39.09,37.78,53.5,1021.62,26.53
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:46:46,39.11,39.11,37.7,53.5,1021.73,26.45
2022-07-10_10:50:00,17,17,59,Teilweise sonnig,28,2022-07-10_11:47:46,39.24,39.24,37.76,53.0,1021.64,26.65
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:48:47,39.2,39.2,37.86,53.0,1021.55,26.99
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:49:47,39.33,39.22,37.89,53.0,1021.6,25.22
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:50:48,39.37,39.37,37.9,54.0,1021.53,26.28
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:51:48,39.5,39.5,37.94,53.5,1021.52,26.43
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:52:49,39.35,39.35,37.94,53.5,1021.73,26.56
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:53:49,39.19,39.19,37.84,53.0,1021.93,26.64
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:54:49,39.19,39.19,37.79,53.5,1021.84,26.49
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:55:50,39.26,39.26,37.8,53.5,1021.7,26.62
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:56:50,39.24,39.24,37.78,55.0,1021.67,28.2
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:57:50,39.28,39.28,37.77,53.5,1021.7,26.7
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:58:50,39.15,39.15,37.81,54.0,1021.75,26.47
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_11:59:50,39.17,39.17,37.75,54.5,1021.72,26.33
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:00:50,39.22,39.24,37.83,55.0,1021.68,26.86
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:01:51,39.2,39.2,37.78,54.5,1021.63,26.87
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:02:51,39.08,39.08,37.77,53.0,1021.62,26.34
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:03:51,39.19,39.19,37.85,54.5,1021.61,25.78
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:04:51,39.13,39.13,37.81,54.0,1021.56,26.49
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:05:52,39.44,39.44,37.99,54.0,1021.71,27.24
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:06:52,39.39,39.39,37.98,54.5,1021.76,26.53
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:07:52,39.31,39.31,37.88,53.5,1021.76,26.43
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:08:52,39.22,39.22,37.8,54.0,1021.74,26.59
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:09:53,39.31,39.31,37.84,54.5,1021.71,26.32
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:10:53,39.35,39.35,37.89,53.5,1021.73,25.59
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:11:53,39.48,39.48,37.96,53.5,1021.69,26.3
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:12:53,39.26,39.26,37.9,54.0,1021.62,26.52
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:13:53,39.35,39.35,37.94,54.0,1021.62,27.19
2022-07-10_11:20:00,18,18,52,Teilweise sonnig,33,2022-07-10_12:14:54,39.19,39.19,37.82,54.0,1021.59,26.55
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:15:54,39.28,39.28,37.85,53.5,1021.55,26.41
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:16:54,39.35,39.35,37.96,53.5,1021.65,26.4
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:17:54,39.44,39.44,37.96,53.5,1021.7,26.25
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:18:55,39.46,39.46,37.95,53.5,1021.47,26.3
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:19:55,39.42,39.42,38.03,54.5,1021.68,26.81
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:20:55,39.42,39.42,38.01,55.0,1021.49,26.24
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:21:55,39.48,39.48,38.08,53.5,1021.57,26.04
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:22:56,39.52,39.52,38.08,53.0,1021.48,25.9
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:23:56,39.57,39.57,38.13,53.5,1021.65,25.45
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:24:56,39.57,39.57,38.12,53.5,1021.62,26.03
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:25:56,39.57,39.57,38.1,55.5,1021.46,26.02
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:26:56,39.59,39.59,38.09,54.5,1021.46,26.01
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:27:57,39.61,39.61,38.16,54.0,1021.43,26.06
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:28:57,39.55,39.55,38.2,54.0,1021.52,26.16
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:29:57,39.61,39.61,38.15,54.5,1021.59,26.07
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:30:57,39.7,39.7,38.17,55.0,1021.61,26.26
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:31:58,39.59,39.59,38.17,55.0,1021.52,26.16
2022-07-10_11:20:00,19,18,52,Teilweise sonnig,33,2022-07-10_12:32:58,39.63,39.63,38.26,54.5,1021.53,26.02
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:33:58,39.44,39.44,38.11,55.0,1021.55,25.91
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:34:58,39.64,39.64,38.24,55.0,1021.69,25.96
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:35:59,39.72,39.72,38.28,54.5,1021.7,25.43
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:36:59,39.57,39.57,38.15,54.5,1021.59,26.1
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:37:59,39.68,39.68,38.11,55.0,1021.59,26.02
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:38:59,39.61,39.61,38.1,52.5,1021.77,26.11
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:40:00,39.5,39.5,38.06,54.5,1021.76,26.52
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:41:00,39.44,39.44,38.04,54.0,1021.92,26.19
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:42:00,39.46,39.46,38.11,54.0,1021.87,26.32
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:43:00,39.41,39.41,37.99,54.5,1021.91,26.34
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:44:00,39.33,39.33,37.92,53.5,1021.9,27.0
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:45:01,39.31,39.31,37.89,53.5,1021.77,26.05
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:46:01,39.41,39.41,37.95,54.5,1021.63,26.29
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:47:01,39.44,39.44,37.96,53.5,1021.5,26.04
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:48:01,39.5,39.5,38.06,53.0,1021.55,26.31
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:49:02,39.44,39.44,38.05,54.5,1021.74,26.15
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:50:02,39.52,39.52,37.99,55.0,1021.92,26.22
2022-07-10_11:50:00,18,18,49,Teilweise sonnig,31,2022-07-10_12:51:02,39.41,39.41,37.96,55.0,1021.89,26.28
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:52:02,39.22,39.22,37.87,54.5,1021.81,26.21
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:53:03,39.53,39.53,38.04,53.5,1021.76,26.09
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:54:03,39.42,39.42,37.99,53.5,1021.8,26.11
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:55:03,39.39,39.39,37.99,54.5,1021.73,25.99
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:56:03,39.35,39.35,37.97,53.5,1021.82,24.97
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:57:03,39.53,39.53,38.11,54.0,1021.6,25.97
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:58:04,39.52,39.52,38.1,54.0,1021.69,26.2
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_12:59:04,39.5,39.5,38.04,53.0,1021.78,25.98
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_13:00:04,39.37,39.37,38.06,53.5,1021.66,25.97
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_13:01:04,39.53,39.53,38.12,54.0,1021.59,25.81
2022-07-10_12:20:00,18,18,52,Überwiegend sonnig,30,2022-07-10_13:02:05,39.48,39.48,38.04,54.5,1021.63,25.99
